HASH_KEY,AGE_GROUP,INCOME_CATEGORY,HOUSEHOLD_OCCUPANCY,CHILDREN_AT_HOME,HOUSEHOLD_SIZE,NUMBER_OF_BEDROOMS,OCCUPATION,EMPLOYMENT_STATUS,HIGHEST_QUALIFICATION,HOME_OWNERSHIP,HOME_TYPE,HOME_VALUE,SOCIAL_GRADE,TARIFF_GROUP,ESTIMATED_CONSUMPTION_ELEC_DAY,ESTIMATED_CONSUMPTION_ELEC_NIGHT,ESTIMATED_CONSUMPTION_TOTAL
b5f395f7bc50537023ce1d3b0fd285d0357898ad44472b877589b2066ded2acd,35-44,"20,000-29,999",Single Adult Household,2+,3-4,1,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,150-250k,Social grade C1,Standard,1726,0,1726
5ec7631219da3380187e210bdea5d8b2b06d5e86c69aed6f0d66820d5e15e81a,55-64,"20,000-29,999",Couple Household,1,3-4,3,Skilled Manual Worker,Employed,GCSE Equivalent,Owner Occupied,Terraced House,100-150k,Social grade C2,Deemed,2139,0,2139
84c843634f83f6f76f4c32cc37802464b97bfdaa0edc32a35de8bc5bec5fa6d1,55-64,"50,000-74,999",Couple Household,0,2,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Standard,3353,0,3353
a7dfbdd64d3ba8f78b7323aafe6f942b577f5c327be5a626db69e0926ec18530,35-44,"100,000+",Couple Household,2+,3-4,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade B,Easy Online,7359,0,7359
8d2d7fd30f33044f1f94ab458f47d8435579cfcd67798c948be92d8ab5a3afc7,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Standard,5384,0,5384
da4b60d5e2d64f6a25a6bb303a37a35dcecd98b1dcd1561e31dfcb716ed93504,55-64,"100,000+",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,5458,0,5458
16867c0cf563b80eaca5e04f02952e22df88b4f50420fb4ad52cc20620e2b9b8,18-24,"75,000-99,999",Couple Household,1,5+,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,4807,0,4807
669a3bc358f92f2ede623d659349dca658dbbcac57fc58966fe2621db07029c8,65-74,"30,000-39,999",Couple Household,0,2,3,Student,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Standard,2234,0,2234
581648a5613ca342be2c277c7b1ad218786b95047c0097c20754ca180c61836e,55-64,"50,000-74,999",Couple Household,2+,3-4,4,Professional,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,1655,0,1655
7d7002f79a11f92ba9c969f52626ceeba12c1d2f7383a6d4515eb17418ee955b,55-64,"75,000-99,999",Couple Household,0,2,4,Service Sector,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade C2,Fix Total Service,4144,0,4144
af6cd8489ac28e5d910164fae134d746e9d5549c74437335d1ff967b77e1d26c,45-54,"50,000-74,999",Couple Household,1,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,Standard,6997,0,6997
b55e0919a5444444fb0f2e9621dbf507be1c9ce7ae589bdf492f433b9a7c5559,55-64,"75,000-99,999",Couple Household,0,2,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade C1,Standard,928,0,928
fd78d9fb0a9035c6a9fe2704c7dcbca1b9add8ea63bf0eb2e805dc19ed6500f1,65-74,"20,000-29,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Deemed,2463,0,2463
4c886091f60572831040da492bcd56fcdbc97befa7e3cbeab0fd60473a35f11f,65-74,"20,000-29,999",Couple Household,0,2,3,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Semi-Detached House,100-150k,Social grade C2,Standard,2779,0,2779
30e0ad4499cb19dc2690888c174d58c98965e2c3dd1fed763c0559c2c99876a1,35-44,"50,000-74,999",Couple Household,1,2,3,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,Standard,2272,0,2272
9ba1dcdaae5c152d1196e9513422ad06d6857b2d1fb7b6e5c1358051cfe2bc06,35-44,"0-9,999",Single Adult Household,1,2,1,Professional,Employed,University Degree or Higher,Social Renting,Flat or Maisonette,250-500k,Social grade C1,EDF Essentials,3172,0,3172
4dd3317694364b953434dc42eff7f9950095c4ab537c3bdff2c3f5aa2e5fed9e,55-64,"75,000-99,999",Couple Household,0,2,4,Service Sector,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,4325,0,4325
424e2dd88739ce24b970f1fa153098469974a9f0d7cc87fa5b172fa94873dd76,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,150-250k,Social grade C1,Standard,2516,0,2516
466c8096353f6991d7afe6c1668eaf21d09b6ec04542fabb1a864ca903a2a15f,55-64,"50,000-74,999",Couple Household,0,2,3,Service Sector,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,3069,0,3069
b63fa2bad5d562654575e88e3517b00c8d5470cd667332b0458a24b4d5493f3b,55-64,"30,000-39,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Standard,2706,0,2706
89f06ef5f4f89839d0bb71eb4b4286b1bd1bf732b3f8bf739d61c87b4d93be6e,65-74,"75,000-99,999",Couple Household,2+,3-4,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C2,Standard,4664,0,4664
c15cf8d0327da884d2f2d734020a6d6c34ec311fc29a1da48d0666c930e4a15e,25-34,"75,000-99,999",Couple Household,Unknown,5+,5+,Service Sector,Employed,University Degree or Higher,Private Renting,Terraced House,500k+,Social grade C1,Fix Total Service,2441,0,2441
49516ec88ceb2bfc28b44f0e45cd7de02eb2947536cc1893c4d654c7e5acac16,75+,"10,000-19,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,EDF Essentials,2078,0,2078
228bfe02a8ea593720bc9f8e3b3ed8201397a470868213bd4fd07232111a86bd,25-34,"30,000-39,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,100-150k,Social grade C1,Standard,2211,0,2211
28a8fc5390faead619ebc77f708039412a6992810fe41c1399851cb5094205fe,55-64,"0-9,999",Single Adult Household,0,1,2,Skilled Manual Worker,Employed,University Degree or Higher,Owner Occupied,Flat or Maisonette,250-500k,Social grade A,EDF Essentials,2162,0,2162
bb6af045072211ffeeb80e2d429bbb6809159c7571364486d5c988b857aa38ac,55-64,"50,000-74,999",Single Adult Household,0,1,2,Office Worker,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade C1,Fix Total Service,1629,0,1629
3b8b66d75d4e06ce9a63c9317a3dd2fd88cb462f9bdbd6e12ee7e4795c7d48ac,35-44,"75,000-99,999",Couple Household,1,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Fix Total Service,2265,0,2265
db43cb0470dd2b6041a2da6064e702f20288c86fb9680f91ac0a766b9feadf89,25-34,"50,000-74,999",Couple Household,1,3-4,5+,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,150-250k,Social grade C1,Deemed,3057,0,3057
95071e4171aed86180035e6b634df5de3cb728ca5ca4858e1c14f8ff2b011dcf,55-64,"75,000-99,999",Couple Household,0,2,4,Unemployed,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Easy Online,3446,0,3446
7af17cf59f72150e6e0f5ff33d4042989a620c844def9bf91a43955b6d7d1cc1,75+,"10,000-19,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,100-150k,Social grade C2,Standard,1493,0,1493
851ac72f749c67381c76c4f014925bd7d6e67073e49d40f7656294cc0bfc6740,55-64,"30,000-39,999",Couple Household,0,2,3,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,EDF Essentials,1106,0,1106
2b05bb17aff0f61c6ea5b73fb58adcb14e62e5f210ffddde74f144029900749b,65-74,"50,000-74,999",Couple Household,2+,3-4,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,500k+,Social grade B,EDF Essentials,4870,0,4870
239a27c8fc83451d55722406b6ff7c571dfd99a8530f302b7d647b016f0384e3,75+,"10,000-19,999",Single Adult Household,0,1,2,Retired,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,150-250k,Unknown,Standard,1575,0,1575
d726c8662859ac9dbe050e2e021138e9b682c9795ed8c8f507a039a1f723cd00,55-64,"50,000-74,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Standard,2195,0,2195
fbf8d6429000c4b4ab44407072e203b19776576244c4bbf0b91cfadc907c4ebc,65-74,"30,000-39,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C1,Standard,2222,0,2222
be243444117aca792b52297610b3d5c88c63c71e8f8d11583f15700d24b3b7b7,75+,"10,000-19,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,Goelectric Exclusive,9553,0,9553
f231791a8266ab0017a99eec75e3911a59385f8d7d8c2fb6a1912736fca74aeb,55-64,"50,000-74,999",Couple Household,0,3-4,4,Office Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,6568,0,6568
b13c2693f5635cc30681c9daf412ec2bb3a5d79fd0af29e54882eada218d8cdf,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,A Level Equivalent,Owner Occupied,Terraced House,250-500k,Social grade C2,Standard,2839,0,2839
c1b9048b364fb92db1b46e2edb03547c6b7605668fee096f7bcdba2c38516904,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Standard,4355,0,4355
b6e57d88e19b43e91a02cffa0a26ae522494689b1e7a3414360d0499f1499575,75+,"20,000-29,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,5000,0,5000
ed2dd2c0468fbfc53ecd496cc697c1ab70f2304f53a2e0f8b42697bfe395e004,18-24,"30,000-39,999",Couple Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade C1,Easy Online,3470,0,3470
f14562ab7194115006e43b6982c7540bfd4457b16348d24115dfd2ac7449ef42,55-64,"75,000-99,999",Couple Household,1,3-4,4,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Standard,4973,0,4973
42ce88b37f283f13877d54a2a6cc6992b8dad66159c0647ba4cb02fe715dfc7e,55-64,"75,000-99,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Deemed,2296,0,2296
95e9a9a5579a34ab733ee649a14044e1f5b17fd86c15c642b9a461a415cfbaec,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,4179,0,4179
66a42478a23cf2ad302e20c2e3464e825521a1040c238d720067159d5e13df66,45-54,"40,000-49,999",Couple Household,1,2,2,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,150-250k,Social grade C1,Fix Total Service,7903,0,7903
9bbd2c40272a5046ab5c9e7d904bd0a00616b0cd39a426774ec00ed1db011a96,55-64,"40,000-49,999",Couple Household,0,2,2,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,100-150k,Social grade C2,Total Service,4376,0,4376
3345dcc6b83588e61ce7c607558bab2ffe7616602543b181134bfb08699d0d93,25-34,"50,000-74,999",Couple Household,1,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Essentials Exclusive,2215,0,2215
f9fef6f51ccfb58ece1e7d310d8936d9140b9c4ed908ac88ba2de45f12cbdeca,55-64,"20,000-29,999",Couple Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C2,EDF Essentials,1788,0,1788
5b6f7d706b2c6b80eea2ef6bf2383d3031395840d442cbd38a3e5d97d4b3917a,55-64,"20,000-29,999",Single Adult Household,0,1,2,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Terraced House,100-150k,Social grade C1,Deemed,2293,0,2293
e6c8e36ea5612311aa6c9088d9d51527ff47814ea515056829a349c51df1c75c,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Fix Total Service,9081,0,9081
10807dbe28770bf70670993d1950f9badb742fcd7aff4e0da09b8f9982b88572,35-44,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Private Renting,Detached House,250-500k,Social grade C1,EDF Essentials,3353,0,3353
3e59a401e3388eef541ca28264ef72b55f49f180611ea322ba69e99aa5776334,55-64,"100,000+",Couple Household,0,2,4,Office Worker,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,3104,0,3104
c5069b54ce9e2bab01b3e6a5d2fd30393f3863627df319db238f60268894c74c,55-64,"50,000-74,999",Couple Household,2+,3-4,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,EDF Essentials,2521,0,2521
3dc6dacda70369d4d7d2b816d2b5ff19e14dce4708511375bed40190e1870322,25-34,"20,000-29,999",Couple Household,1,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Terraced House,0-100k,Social grade D,Standard,2892,0,2892
11c75fd20496b937d5643765c40f56df64e8eaa21f1dce2a8bc6802193dbed35,55-64,"50,000-74,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Deemed,3431,0,3431
7465146a385b3544c326accbb45b2e31eebf28cf451a39119979e72603ea0196,65-74,"20,000-29,999",Single Adult Household,0,2,2,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,EDF Essentials,2688,0,2688
65786ea4f5e58a20339e5b31570dfb57e7940e29bb643bd69fa862fc8cddbd1f,25-34,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Standard,1947,0,1947
eef771988d8051265bc8dfd32d6ff8fd26f41b8039c2f9a024afc1e2e6a8e444,65-74,"10,000-19,999",Single Adult Household,0,1,2,Retired,Not Employed,Secondary Education or Less,Social Renting,Flat or Maisonette,150-250k,Unknown,Easy Online,1976,0,1976
807e7647933afa3876cd7a70682b0ff94cee644e2adb9962b7d1f97e46f59fcd,35-44,"40,000-49,999",Couple Household,2+,3-4,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C2,EDF Essentials,3394,0,3394
14fade68bc99534936945a0e4f146012690eb33e897d92a18338f0190f6b46cd,55-64,"100,000+",Single Adult Household,0,2,1,Office Worker,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade C1,Standard,1049,0,1049
ea8935086ab43f6e69219d951cc0b8d0bbff8a216a2da9300cb5b1766e9475f6,65-74,"100,000+",Couple Household,0,2,5+,Retired,Not Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade B,Standard,1976,0,1976
aa2f748dd4c53939a0e5bc5de3dd5d7379703b790d386fbd3232ec2c11093c18,55-64,"75,000-99,999",Couple Household,0,2,4,Student,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,Standard,3297,0,3297
24fa32b16503de16985490dcfeb7f49d877070c05e7c7404602f2a24e203bd25,65-74,"30,000-39,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,EDF Essentials,1282,0,1282
9b9975566967115844d02fbfb7413fbc348ef1f7c8b395b5997ccaaacb4db021,65-74,"30,000-39,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,EDF Essentials,2640,0,2640
f47249f369693d2628847d0301eef3bf413b62a9f8b9e763c3abfd74172ac228,35-44,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Engage,6146,0,6146
b9dcdfe2d7c43cb804de7aa2d1ed3bf1e1ad1e5042b55ccbd9ab0eb915b29065,55-64,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Standard,7737,0,7737
7f8e61810098c4c6ae38ba16b5f6419a9ff35e86341d11a5c010eed5fa82852c,55-64,"20,000-29,999",Single Adult Household,0,1,2,Service Sector,Employed,GCSE Equivalent,Private Renting,Flat or Maisonette,150-250k,Social grade D,EDF Essentials,1692,0,1692
fab120413635603ab2931eb5038f9d31a0405966bb5e9c412786fa90938a063d,35-44,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,4591,0,4591
dce92e388bdf97d79a6de970f72ca0b6c7a96834ce0441d42489b7db3fc7fc65,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Standard,4011,0,4011
c487a53b0ae3469d046f97408c7cef293cbb501063edc14ed7b0f78115756fa6,18-24,"75,000-99,999",Couple Household,2+,3-4,4,Student,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Standard,3009,0,3009
45384601110402b191e4e5138567ad3aa5e9d4595d49d24e80840ea0fb5256cd,25-34,"30,000-39,999",Multi-Occupancy Household,0,5+,2,Unemployed,Not Employed,University Degree or Higher,Private Renting,Terraced House,150-250k,Social grade C1,EDF Essentials,2879,0,2879
eeef63006dc0a45e0c29f21bb11f4a30a39c0fccd7ab3a9926b7000806d6d291,45-54,"50,000-74,999",Couple Household,Unknown,5+,5+,Service Sector,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C2,Standard,2534,0,2534
315966d95c166a5ac4adb32f43c9efc7d83f6a329b101359f43b4b869f77e541,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,EDF Essentials,2554,0,2554
65304a82ca9475ac5e5d6a77a842d4a44d43cd821b13650216cabfc84a71f362,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,EDF Essentials,2306,0,2306
33183cc3efb61390d69813ede0a5b59a78055d8555d948dbff227483d46efd80,65-74,"40,000-49,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,Deemed,2653,0,2653
e3150d7e0cdaacfdbebde625ca5496fec2719e27f379efc9a188075fb005a094,65-74,"20,000-29,999",Single Adult Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,0-100k,Social grade C2,Safeguard Assist,2384,0,2384
e6609792faf4d17d1d17536b6c80fa2beb720479b5a51d6bca5fa65b98760806,55-64,"75,000-99,999",Couple Household,0,2,3,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade B,EDF Essentials,4064,0,4064
5d28adbbb15ac5b83f0c1a3748deb9988da0ce5dea2f3011ac11a919156b4998,55-64,"75,000-99,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade C1,Deemed,1357,0,1357
e53f635c48b24afc548b012afc2a0db0a5de210849abd3a112988cd9fc64fbec,55-64,"50,000-74,999",Couple Household,1,2,4,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade B,Standard,2669,0,2669
99fdd36ada7e9f822280972c64668d9b91e45888c30117454d996911a40ef50c,65-74,"40,000-49,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Deemed,3261,0,3261
2f92b9c47b8b39463b74819fee96a3f96846551518dc33502d85c1c59e001543,35-44,"100,000+",Couple Household,Unknown,5+,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,7898,0,7898
429479716443c823c3b7d99610e74cd3631ac33c69962ea0a7ef499bc71d0476,45-54,"30,000-39,999",Couple Household,2+,3-4,3,Service Sector,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade D,Standard,6553,0,6553
79019a70908a17855254961df96d05240d0c4d7de0cce16364929aeb7d051543,75+,"20,000-29,999",Single Adult Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Essentials Exclusive,1793,0,1793
